pop,author,species,class,lat,lon,geo_meth,num_individuals,gene_diversity,allelic_richness,global_fst,urban,popden,hfi,num_loci,Ne,Ne_lower,Ne_upper
Janecka_ocelot_LANWR,Janecka,Leopardus_pardalis,mammal,26.22919,-97.34732,googlemaps,42,0.36178,2.317815,0.341541,0,35.50500011,27.82432432,10,10.5,3.3,28.2
Janecka_ocelot_Willacy,Janecka,Leopardus_pardalis,mammal,26.4948,-97.69828,googlemaps,28,0.577477,2.984697,-0.022271,1,18.73000026,31.60294118,10,8.4,3.2,17
JER_11,TaylorandHoffmann,Peromyscus_leucopus,mammal,39.5317,-84.6882,coordinates,12,0.805343,5.692711,0.065213,1,46.57250071,47.81263158,10,9.4,3.1,35.5
Johnson_1,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,28,0.814978,5.740911,0.013092,0,8.72999984,40.80048662,8,NA,54.5,NA
Johnson_10,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,126,0.85103,6.087351,-0.014975,0,10.94999981,36.17213115,8,NA,220.8,NA
Johnson_11,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,11,0.784695,5.624308,0.020383,1,123.0300045,70.72605791,8,49.3,7.9,NA
Johnson_12,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,49,0.831774,5.873107,0.000692,0,5.110000134,21.6765873,8,NA,76.9,NA
Johnson_13,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,59,0.840206,6.057333,-0.007689,0,4.110000134,23.34345351,8,NA,104.7,NA
Johnson_14,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,57,0.842268,6.046739,-0.011305,1,10.94999981,55.41955193,8,361.2,55.3,NA
Johnson_15,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,69,0.826562,6.071248,0.007078,0,2.309999943,37.82932166,8,1034.4,66.9,NA
Johnson_16,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,15,0.815906,5.927898,-0.004313,0,10.94999981,31.55270655,8,96.6,14.3,NA
Johnson_17,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,26,0.836821,6.025464,-0.014791,0,6.77000014,22.09902913,8,NA,56.7,NA
Johnson_18,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,27,0.817475,6.797286,0.001578,1,64.05249882,56.48604651,8,NA,123.4,NA
Johnson_19,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,14,0.811763,6.030041,-0.004443,1,356.3424988,61.79078695,8,NA,22.3,NA
Johnson_2,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,30,0.845661,6.102214,-0.023157,0,8.172499895,32.19230769,8,27.6,13.9,92.3
Johnson_20,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,14,0.819205,5.956376,-0.017183,0,10.11000013,25.42664093,8,NA,14.2,NA
Johnson_21,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,48,0.823869,5.921352,0.009745,0,10.94999981,30.10700389,8,59.4,26.3,710.3
Johnson_22,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,33,0.817641,5.936704,0.012042,0,10.94999981,30.23166023,8,122.4,26.5,NA
Johnson_23,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,167,0.838189,5.964689,0.001434,0,10.94999981,29.58959538,8,420.2,155.3,NA
Johnson_24,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,19,0.792607,5.756792,0.02405,1,29.61799965,39.35521236,8,NA,52.6,NA
Johnson_25,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,84,0.835271,6.008329,0.001065,0,14.8166666,32.3870334,8,784.8,85.6,NA
Johnson_26,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,70,0.829394,5.849883,0.007408,1,46.61999957,54.30213904,8,NA,NA,NA
Johnson_27,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,19,0.721792,9.632367,0.02858,1,493.8800201,73.36530612,8,41.9,11.3,NA
Johnson_28,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,19,0.722645,9.891217,0.015411,1,14.02000046,49.44134078,8,40.3,8,NA
Johnson_29,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,29,0.820571,5.861257,0.006814,0,5.110000134,34.87763713,8,131.5,27.4,NA
Johnson_3,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,41,0.846219,6.171575,-0.018375,0,3.7633334,16.72275335,8,NA,61.3,NA
Johnson_4,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,21,0.80055,5.725965,0.021168,0,12.79999987,28.50098232,8,42,10.9,NA
Johnson_5,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,26,0.820388,5.929539,0.005003,1,18.09000047,42.34622824,8,NA,73.3,NA
Johnson_6,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,59,0.842227,5.992954,-0.00955,1,10.94999981,41.63492063,8,NA,NA,NA
Johnson_7,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,61,0.840205,6.001815,-0.006868,0,8.110000134,29.81923077,8,368.7,66.9,NA
Johnson_8,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,18,0.826656,6.094233,-0.013381,0,14.49000009,29.16890595,8,493.1,22.5,NA
Johnson_9,Johnson,Myotis_lucifugus,mammal,NA,NA,coordinates,71,0.81981,5.903397,0.018971,0,1.039999962,19.34368932,8,NA,110.2,NA
Kaiser_NH,Kaiser,Setophaga_caerulescens,bird,43.933333,-71.75,coordinates,401,0.870027,6.474496,NA,0,9.875000119,26.11811024,6,110.9,64.5,201.5
Kamath_Yellowstone,Kamath,Ursus_arctos,mammal,44.597885,-110.62767,googlemaps,729,0.614572,3.257165,NA,0,1.039999962,11.17281553,20,61.6,56.4,67.3
KD109,Epps,Ovis_canadensis,mammal,34.941096,-116.357123,PolygonCentroidCoordinates,32,0.600081,3.325456,0.125906,0,1.039999962,6.296213808,16,38.1,24,73.4
KEL_Adams,Adams,Poecile_atricapillus,bird,49.92,-119.395,coordinates,8,0.694217,4.586156,0.038815,1,373.8799934,57.96619217,14,NA,9.2,NA
KenaiPeninsula_Wilson,Wilson,Alces_alces,mammal,59.95304,-151.35281,googlemaps,49,0.429134,2.414288,0.171458,0,1.447999954,12.82458564,10,NA,NA,NA
Kierepka_1,Kierepka,Taxidea_taxus,mammal,43.887808,-102.545504,averagedindividualcoords,649,0.817029,5.326197,0.003492,0,1.039999962,18.85177866,12,1780.2,971.8,6638.4
Kierepka_2,Kierepka,Taxidea_taxus,mammal,43.98747,-90.26003,averagedindividualcoords,155,0.805342,5.158617,0.015328,0,8.597500086,33.85068762,12,424.3,223.9,1911.5
Kierepka_3,Kierepka,Taxidea_taxus,mammal,43.42781,-84.75636,averagedindividualcoords,113,0.705746,3.913417,0.136062,1,63.35000038,43.366,12,81.5,60,117.2
Koen_1,Koen,Martes_americana,mammal,49.094394,-88.906357,coordinates,27,0.65387,3.932632,-0.007776,0,1.039999962,7.978378378,12,165,41,NA
Koen_10,Koen,Martes_americana,mammal,49.178466,-86.307221,coordinates,22,0.59996,3.855603,0.068391,0,1.039999962,0.226211849,12,44.6,19.7,1326.8
Koen_11,Koen,Martes_americana,mammal,49.330748,-85.251229,coordinates,23,0.658507,4.126265,-0.003734,0,1.039999962,11.41502683,12,60.7,26,NA
Koen_12,Koen,Martes_americana,mammal,49.691977,-84.986496,coordinates,24,0.64983,4.239275,0.003618,0,1.039999962,7.210714286,12,803,28,NA
Koen_13,Koen,Martes_americana,mammal,49.156003,-84.097061,coordinates,22,0.668867,4.319903,-0.021464,0,1.039999962,3.885509839,12,40.2,19,296.4
Koen_14,Koen,Martes_americana,mammal,47.287994,-82.833615,coordinates,23,0.634802,4.24674,-0.010623,0,1.039999962,0,12,51.5,21.8,NA
Koen_15,Koen,Martes_americana,mammal,47.358463,-82.913938,coordinates,22,0.607874,4.031158,0.043791,0,1.039999962,0.944444444,12,40,18.4,406.5
Koen_16,Koen,Martes_americana,mammal,49.015185,-80.695659,coordinates,25,0.654496,4.230192,0.000162,0,1.039999962,12.9390681,12,539.3,49.7,NA
Koen_17,Koen,Martes_americana,mammal,48.862838,-80.566389,coordinates,21,0.631402,4.101358,0.031527,0,1.297499955,8.49005425,12,40.4,17.8,930.7
Koen_18,Koen,Martes_americana,mammal,49.252883,-81.342209,coordinates,27,0.667702,4.362436,-0.018322,0,1.039999962,7.902702703,12,165.5,42.2,NA
Koen_19,Koen,Martes_americana,mammal,47.654372,-80.214346,coordinates,16,0.601591,3.903882,0.052219,0,1.039999962,15.13333333,12,98.9,18.2,NA
Koen_2,Koen,Martes_americana,mammal,51.180859,-93.938704,coordinates,47,0.650248,4.043035,0.00752,0,2.063333352,3.626712329,12,NA,NA,NA
Koen_20,Koen,Martes_americana,mammal,47.806404,-79.63384,coordinates,15,0.605139,3.883708,0.052713,0,1.297499955,11.72181818,12,7.5,3.1,16.4
Koen_21,Koen,Martes_americana,mammal,49.050151,-87.03604,coordinates,25,0.6448,4.044846,-0.004257,0,1.039999962,7.586330935,12,218.7,43,NA
Koen_22,Koen,Martes_americana,mammal,47.690427,-83.636166,coordinates,16,0.633834,4.21848,0.005802,0,1.039999962,7.455882353,12,85.2,18.5,NA
Koen_23,Koen,Martes_americana,mammal,48.942313,-83.794683,coordinates,21,0.656408,4.337779,-0.006211,0,1.039999962,3.543478261,12,77.3,27.2,NA
Koen_24,Koen,Martes_americana,mammal,49.4794,-87.229594,coordinates,22,0.644899,4.24987,-0.001063,0,1.039999962,7.670212766,12,303.8,37.5,NA
Koen_25,Koen,Martes_americana,mammal,49.456309,-85.225834,coordinates,24,0.655957,4.167858,-0.003418,0,1.039999962,9.923351159,12,39.8,20.8,147.2
Koen_26,Koen,Martes_americana,mammal,47.338746,-79.986343,coordinates,26,0.608032,3.785115,0.070834,0,1.447999954,3.457407407,12,35.6,18,138.5
Koen_27,Koen,Martes_americana,mammal,47.839442,-81.794507,coordinates,11,0.538912,3.529596,0.138677,0,1.039999962,12.88581952,12,4.9,2.2,14.3
Koen_28,Koen,Martes_americana,mammal,48.861365,-80.999879,coordinates,19,0.639776,4.25907,0.008909,0,2.057500005,7.925724638,12,NA,37.5,NA
Koen_29,Koen,Martes_americana,mammal,45.548693,-78.496596,coordinates,23,0.632571,3.965218,0.021499,0,1.039999962,10.68190476,12,104,25.1,NA
Koen_3,Koen,Martes_americana,mammal,51.039145,-93.565882,coordinates,22,0.666236,4.237799,-0.032318,0,2.268000031,10.9760274,12,NA,63.8,NA
Koen_4,Koen,Martes_americana,mammal,47.533978,-79.927937,coordinates,23,0.608538,4.006699,0.050985,0,1.807500005,9.562962963,12,190.1,31.8,NA
Koen_5,Koen,Martes_americana,mammal,47.193061,-79.902807,coordinates,23,0.625173,3.955532,0.032686,0,1.383333286,5.787992495,12,2562.3,37.1,NA
Koen_6,Koen,Martes_americana,mammal,49.681257,-87.195411,coordinates,19,0.639795,4.167761,-0.003971,0,1.039999962,11.39015817,12,1362.5,37.5,NA
Koen_7,Koen,Martes_americana,mammal,49.643586,-86.815925,coordinates,20,0.630031,4.137885,0.020021,0,1.039999962,10.83629893,12,NA,60.2,NA
Koen_8,Koen,Martes_americana,mammal,48.861168,-86.903911,coordinates,23,0.623943,4.048657,0.038954,0,0.693333308,14.88910134,12,30.3,15.6,103.9
Koen_9,Koen,Martes_americana,mammal,48.937482,-85.816417,coordinates,22,0.618304,4.080755,0.046976,0,1.039999962,10.35262206,12,92.4,25.6,NA
KP,MunshiSouth,Peromyscus_leucopus,mammal,40.750393,-73.80723,googlemaps,24,0.783214,5.442252,0.115305,1,4950.487488,88.5768262,18,43.1,26.4,93.8
LAB_Lait,Lait,Poecile_hudsonicus,bird,53.36,-60.39,coordinates,20,0.807917,5.635632,0.040037,1,17.69499969,46.91704036,6,NA,18.3,NA
Lack_Austin,Lack,Rattus_rattus,mammal,30.724494,-97.75345,googlemaps,11,0.670799,4.391456,0.120626,1,128.1200015,32.55841121,9,10,2.9,65
Lack_Florida_BayCo_II,Lack,Rattus_rattus,mammal,30.232409,-85.66934,googlemaps,31,0.672852,3.986821,0.144225,1,815.2049866,66.42995169,9,28,15,70.4
Lack_Florida_Gainesville,Lack,Rattus_rattus,mammal,29.781893,-82.36371,googlemaps,21,0.469202,2.652592,0.398333,1,101.6966661,42.31279621,9,175.1,13.5,NA
Lack_Houston,Lack,Rattus_rattus,mammal,30.159746,-95.4016,googlemaps,7,0.589569,3.644467,0.205493,1,480.6399994,48.49763033,9,1.2,0.8,2.4
Lack_LittleRock,Lack,Rattus_rattus,mammal,34.958687,-92.29406,googlemaps,6,0.557099,3.452862,0.239501,1,181.4333331,36.28893905,9,4.3,1.1,NA
Lack_Louisiana,Lack,Rattus_rattus,mammal,30.61211,-91.15544,googlemaps,10,0.690405,4.532375,0.089897,1,227.3833288,71.3793911,9,13.3,3.3,NA
Lack_SanFran,Lack,Rattus_rattus,mammal,37.766841,-121.746,googlemaps,28,0.756732,4.853444,0.035848,1,75.85999823,40.55097614,9,8.3,5.2,12.7
Lack_TX_SanAngelo,Lack,Rattus_rattus,mammal,31.572865,-100.44706,googlemaps,12,0.650463,4.138078,0.150655,1,3.090000033,39.02540416,9,16.8,5.4,NA
Laidre_BaffinBay,Laidre,Ursus_maritimus,mammal,76.661073,-77.831136,googlemaps,140,0.800953,4.955172,0.002533,0,1.039999962,10,8,NA,460.7,NA
Laidre_DavisStrait,Laidre,Ursus_maritimus,mammal,68.0194,-64.915685,googlemaps,49,0.795137,5.004764,0.003141,0,0.779999971,6,8,208.7,69.5,NA
Laidre_KaneBasin,Laidre,Ursus_maritimus,mammal,79.078262,-74.517782,googlemaps,99,0.774602,4.777178,0.033916,0,1.039999962,6,8,76.5,47.4,145.2
Laidre_LancasterSound,Laidre,Ursus_maritimus,mammal,74.527563,-84.184521,googlemaps,114,0.800506,4.943941,0.002275,0,1.039999962,7.836477987,8,1692.2,234.3,NA
Latch_OR_hybrid,Latch,Odocoileus_hemionus,mammal,43.67007,-121.65231,averagedindividualcoords,262,0.722147,4.368242,0.013813,1,4.110000134,21.44135189,10,65.3,52.4,81.9
Latch_WA_hybrid,Latch,Odocoileus_hemionus,mammal,47.78875,-121.15184,averagedindividualcoords,148,0.724564,4.227388,0.009062,0,2.810000002,22.43772894,10,32.7,25.9,41.4
Lee_CPH,Lee,Lynx_rufus,mammal,33.914533,-117.69848,averagedindividualcoords,11,0.697132,4.318132,-0.00158,1,468.7675018,57.14705882,17,42,16,NA
Lee_NIR,Lee,Lynx_rufus,mammal,33.759084,-117.700812,averagedindividualcoords,45,0.727756,4.371133,-0.009266,1,784.3533452,47.22954545,17,62.2,43.8,98.2
Lee_SJHEast,Lee,Lynx_rufus,mammal,33.613733,-117.785421,averagedindividualcoords,29,0.564034,3.178143,0.212907,1,939.355011,65.90082645,17,10.4,7.7,14
Lee_SJHWest,Lee,Lynx_rufus,mammal,33.56548,-117.778204,averagedindividualcoords,21,0.661731,3.901214,0.070361,1,1265.790039,63.50943396,17,10.8,8,14.8
Liu_KY,Liu,Agelaius_phoeniceus,bird,37.241,-87.047,coordinates,32,0.8479,6.512151,0.014723,1,19.46999995,56.61822126,10,NA,275.5,NA
Liu_MI,Liu,Agelaius_phoeniceus,bird,42.41,-85.393,coordinates,51,0.851365,6.510799,0.017985,1,50.17749882,35.9694501,10,NA,407,NA
Liu_NY,Liu,Agelaius_phoeniceus,bird,42.504,-76.465,coordinates,31,0.854527,6.500143,0.014006,1,97.24500084,49.44354839,10,NA,79.9,NA
Liu_Ont,Liu,Agelaius_phoeniceus,bird,44.524,-76.374,coordinates,13,0.826036,6.40493,0.014951,0,10.93000007,20.70622568,10,NA,664.6,NA
Liu_PA,Liu,Agelaius_phoeniceus,bird,41.591,-80.265,coordinates,60,0.8675,6.560687,0.006441,1,36.27250004,41.14139344,10,NA,394.7,NA
Liu_WA,Liu,Agelaius_phoeniceus,bird,46.913,-119.227,coordinates,31,0.834443,6.209972,0.031437,1,28.7299993,28.15828678,10,42.8,22.2,141.1
Liu_WI,Liu,Agelaius_phoeniceus,bird,42.542,-89.141,coordinates,22,0.859401,6.665748,0.003966,1,73.53999877,47.19472617,10,67.9,22.1,NA
LP,Rico,Taxidea_taxus,mammal,43.520195,-83.916572,ARCgeoref,23,0.688817,4.088823,0.121587,1,297.9775076,76.65551181,20,17.7,13.1,24.9
MA05,Puckett,Ursus_americanus,mammal,42.329167,-72.687778,averagedindividualcoords,5,0.745481,7.153846,0.068932,1,238.2224998,49.04637097,15,NA,NA,NA
MA126,Epps,Ovis_canadensis,mammal,34.653091,-115.591954,PolygonCentroidCoordinates,75,0.640406,3.468947,0.075649,0,1.039999962,9.217977528,16,52.1,39.8,71
Machado_CALA,Machado,Tyto_alba,bird,34.547479,-117.609264,ARCgeoref,41,0.502751,3.163571,0.034728,1,54.84999943,22.55405405,20,138.9,58.4,NA
Machado_CASF,Machado,Tyto_alba,bird,38.376712,-121.930281,ARCgeoref,41,0.500631,3.194106,0.038801,1,571.2049732,56.45824411,20,320.8,83.9,NA
Machado_FLO,Machado,Tyto_alba,bird,27.723418,-81.467684,ARCgeoref,24,0.514006,3.183791,0.004479,1,31.50500059,41.05980861,20,124.2,38.4,NA
Machado_ID,Machado,Tyto_alba,bird,44.627427,-117.281266,ARCgeoref,38,0.497004,3.085688,0.044202,0,1.039999962,11.78473581,20,NA,NA,NA
Machado_LOUI,Machado,Tyto_alba,bird,31.077157,-92.020664,ARCgeoref,19,0.494878,3.228646,0.035804,1,35.11499882,50.63700234,20,NA,553,NA
Machado_NJ,Machado,Tyto_alba,bird,39.879743,-75.38546,ARCgeoref,11,0.512649,3.278058,-0.020522,1,1490.549988,71.2651357,20,29.3,10.3,NA
Machado_NM,Machado,Tyto_alba,bird,33.030505,-105.872639,ARCgeoref,28,0.51263,3.294686,0.010118,1,2.069999933,21.20045558,20,160.9,51,NA
Machado_ON,Machado,Tyto_alba,bird,45.858637,-87.984862,ARCgeoref,9,0.484568,3.130478,0.027312,1,32.17249918,49.27255278,20,25.6,9.3,NA
Machado_OR,Machado,Tyto_alba,bird,44.657867,-121.502457,ARCgeoref,40,0.515368,3.141089,0.010401,0,4.096666733,13.15204678,20,539.3,104.9,NA
Machado_WA,Machado,Tyto_alba,bird,48.090105,-120.233248,ARCgeoref,41,0.514875,3.130309,0.011697,0,1.383333286,16.70363636,20,88,48.4,283.7
MacKenzie_Bison_Sanctuary_Cronin_PBWB,Cronin,Bison_bison,mammal,61.365001,-117.65932,googlemaps,10,0.451897,2.789674,0.113542,0,1.297499955,11.95269382,29,NA,NA,NA
Mager_40CH,Mager,Rangifer_tarandus,mammal,64.375017,-142.691929,ARCgeoref,25,0.834496,5.889244,0.003217,0,1.039999962,0,19,184.8,73,NA
Mager_CAH,Mager,Rangifer_tarandus,mammal,69.047726,-148.496541,ARCgeoref,66,0.849346,6.05914,0.000626,0,1.039999962,8.382352941,19,197.2,114.7,555.1
Mager_CHI,Mager,Rangifer_tarandus,mammal,61.928306,-141.17102,ARCgeoref,8,0.749589,5.276671,0.05337,0,1.039999962,2.309492848,19,124.7,20.1,NA
Mager_DEL,Mager,Rangifer_tarandus,mammal,64.056731,-147.646995,ARCgeoref,25,0.832591,5.925928,0.004996,0,1.039999962,0,19,141.6,65.8,NA
Mager_DENA,Mager,Rangifer_tarandus,mammal,63.545947,-151.040841,ARCgeoref,29,0.829555,5.877162,0.007598,0,1.039999962,5.941320293,19,270.8,95.9,NA
Mager_GMC,Mager,Rangifer_tarandus,mammal,65.100333,-155.91386,ARCgeoref,5,0.631579,4.578947,0.171293,0,1.039999962,0,19,NA,11.4,NA
Mager_HOD,Mager,Rangifer_tarandus,mammal,66.751097,-149.939928,ARCgeoref,20,0.826537,5.920393,0.005112,0,1.039999962,0.314067612,19,127.8,54.8,NA
Mager_MAC,Mager,Rangifer_tarandus,mammal,63.647124,-144.693884,ARCgeoref,24,0.809227,5.714348,0.025173,0,1.039999962,8.90864799,19,69.9,41,188.3
Mager_MCH,Mager,Rangifer_tarandus,mammal,60.463794,-157.748939,ARCgeoref,77,0.814496,5.565011,0.037883,0,1.039999962,0,19,375.4,185.9,4849.7
Mager_NAP,Mager,Rangifer_tarandus,mammal,57.837269,-156.82918,ARCgeoref,72,0.816753,5.602845,0.031915,0,1.039999962,0.368421053,19,160.9,111.8,269.5
Mager_NELC,Mager,Rangifer_tarandus,mammal,62.941558,-145.092418,ARCgeoref,22,0.810645,5.619489,0.027841,0,1.039999962,1.035264484,19,179,64.1,NA
Mager_NUSH,Mager,Rangifer_tarandus,mammal,58.803421,-159.028719,ARCgeoref,5,0.715789,5.368421,0.048421,0,1.039999962,5.740685544,19,NA,NA,NA
Mager_PCH,Mager,Rangifer_tarandus,mammal,67.661229,-141.02368,ARCgeoref,60,0.851843,6.134658,-0.003218,0,1.039999962,1.19873817,19,248.9,135.7,1025.4
Mager_RMC,Mager,Rangifer_tarandus,mammal,65.881726,-151.655138,ARCgeoref,23,0.806438,5.59382,0.036792,0,1.039999962,0,19,29.6,20.8,46.8
Mager_SAP,Mager,Rangifer_tarandus,mammal,55.496195,-161.694915,ARCgeoref,30,0.73896,4.707472,0.111525,0,0.693333308,6,19,102.9,55.8,417
Mager_TCH,Mager,Rangifer_tarandus,mammal,69.34605,-153.51125,ARCgeoref,52,0.846759,6.078677,-0.003812,0,1.039999962,3.069632495,19,348.1,140.7,NA
Mager_WAH,Mager,Rangifer_tarandus,mammal,67.869476,-157.686177,ARCgeoref,67,0.852155,6.097147,-0.003249,0,1.039999962,5.706860707,19,147.8,94.4,299
Mager_WMC,Mager,Rangifer_tarandus,mammal,65.724682,-146.770371,ARCgeoref,24,0.795456,5.463328,0.04906,0,1.039999962,6,19,41.6,28.7,69.2
Malenfant_Archipelago,Malenfant,Ursus_maritimus,mammal,73.115939,-88.492313,ARCgeoref,36,0.668981,4.271648,0.025643,0,1.039999962,0.435406699,24,374,116.4,NA
Malenfant_Beaufort,Malenfant,Ursus_maritimus,mammal,72.210818,-125.646543,ARCgeoref,12,0.628762,4.126932,0.040251,0,1.039999962,6,24,62.5,24.8,NA
Malenfant_Hudson,Malenfant,Ursus_maritimus,mammal,59.666864,-77.791708,ARCgeoref,24,0.641421,4.059206,0.055919,0,1.039999962,6,24,736.6,100.7,NA
Malenfant_NorwegianBay,Malenfant,Ursus_maritimus,mammal,78.259862,-92.371392,ARCgeoref,6,0.564815,3.72601,0.118226,0,0.25999999,6,24,6.3,2.5,22.5
Malpica_1,Malpica,Selasphorus_platycercus,bird,40.371111,-105.605,coordinates,8,0.591797,4.223011,0.026568,1,13.13000011,36.40534979,8,17.8,2.6,NA
Malpica_2,Malpica,Selasphorus_platycercus,bird,36.248611,-115.71667,coordinates,18,0.612387,4.232766,0.029995,0,9.130000114,21.11403509,8,92.6,14.7,NA
Malpica_3,Malpica,Selasphorus_platycercus,bird,32.440833,-110.78833,coordinates,6,0.553889,4.032197,0.066563,0,22.15000025,22.91935484,8,NA,2,NA
Malpica_4,Malpica,Selasphorus_platycercus,bird,31.935,-109.21889,coordinates,9,0.638117,4.764295,-0.040189,0,1.039999962,10.66200466,8,NA,15,NA
Malpica_5,Malpica,Selasphorus_platycercus,bird,31.868611,-109.3675,coordinates,10,0.626088,4.293728,-0.016046,0,1.039999962,7.974537037,8,20.3,4.9,NA
Malpica_6,Malpica,Selasphorus_platycercus,bird,31.883056,-109.20528,coordinates,6,0.644097,4.348485,-0.081753,0,1.039999962,10.02088167,8,5.5,1.4,NA
Marrotte_L1,Marrotte,Lynx_canadensis,mammal,46.671466,-83.036666,coordinates,18,0.707486,4.560367,0.023145,0,1.039999962,6.101123596,14,22,12.6,52
Marrotte_L10,Marrotte,Lynx_canadensis,mammal,49.184482,-84.277684,coordinates,27,0.7391,4.670489,0.001377,0,1.039999962,3.834829443,14,196.5,49.9,NA
Marrotte_L11,Marrotte,Lynx_canadensis,mammal,49.693439,-91.246373,coordinates,35,0.734296,4.677031,0.016871,0,1.039999962,10.34280639,14,68.7,37.9,216.8
Marrotte_L12,Marrotte,Lynx_canadensis,mammal,49.84726,-82.328742,coordinates,20,0.725621,4.695977,0.007853,0,1.039999962,8.742105263,14,26.2,15.9,55.6
Marrotte_L13,Marrotte,Lynx_canadensis,mammal,49.862798,-83.040789,coordinates,26,0.712464,4.545144,0.036282,0,1.039999962,7.386243386,14,27.4,17.2,52.6
Marrotte_L14,Marrotte,Lynx_canadensis,mammal,49.028286,-82.10379,coordinates,32,0.73078,4.63021,0.011638,0,1.039999962,12.57297297,14,48.1,29.1,107.5
Marrotte_L15,Marrotte,Lynx_canadensis,mammal,48.956667,-82.871549,coordinates,22,0.746111,4.837478,-0.012083,0,1.039999962,1.853571429,14,252.9,47.5,NA
Marrotte_L16,Marrotte,Lynx_canadensis,mammal,48.31376,-80.192597,coordinates,34,0.750941,4.642137,-0.003436,0,5.374999881,14.21557971,14,133.6,59.2,NA
Marrotte_L17,Marrotte,Lynx_canadensis,mammal,47.754104,-80.36219,coordinates,29,0.721517,4.498202,0.024201,0,1.807500005,17.98333333,14,15.1,11.2,21
Marrotte_L18,Marrotte,Lynx_canadensis,mammal,46.384226,-79.5867,coordinates,26,0.710862,4.462435,0.030802,1,56.4800005,25.80228137,14,10.8,8,14.8
Marrotte_L19,Marrotte,Lynx_canadensis,mammal,50.080193,-87.988174,coordinates,13,0.7484,4.882524,-0.028585,0,1.039999962,9.146853147,14,39.5,15.8,NA
Marrotte_L2,Marrotte,Lynx_canadensis,mammal,49.587532,-80.279745,coordinates,23,0.734333,4.695457,0.001629,0,1.039999962,0,14,NA,75.8,NA
Marrotte_L20,Marrotte,Lynx_canadensis,mammal,51.290961,-93.785979,coordinates,22,0.727324,4.710743,0.009785,0,1.039999962,6.113597246,14,54.8,25.9,692.7
Marrotte_L21,Marrotte,Lynx_canadensis,mammal,50.547375,-91.490426,coordinates,13,0.719962,4.61532,0.009696,0,1.039999962,0,14,NA,30.1,NA
Marrotte_L22,Marrotte,Lynx_canadensis,mammal,46.876322,-84.03881,coordinates,18,0.722146,4.624075,0.016421,0,1.039999962,5.835227273,14,45.9,20.6,4006.4
Marrotte_L23,Marrotte,Lynx_canadensis,mammal,46.692177,-81.116518,coordinates,27,0.730119,4.624938,0.010358,1,40.38999939,28.73724008,14,72.5,33.4,2588.8
Marrotte_L24,Marrotte,Lynx_canadensis,mammal,49.348165,-90.024608,coordinates,30,0.73637,4.569048,0.003261,0,1.039999962,3.439285714,14,63.3,34.2,226.9
Marrotte_L25,Marrotte,Lynx_canadensis,mammal,48.534586,-89.789478,coordinates,15,0.703212,4.561971,0.036039,0,1.807500005,15.41636364,14,61.4,21.2,NA
Marrotte_L26,Marrotte,Lynx_canadensis,mammal,48.406728,-81.402735,coordinates,39,0.745876,4.642894,-0.00145,1,13.13000011,39.98185118,14,96.2,50.6,415.1
Marrotte_L27,Marrotte,Lynx_canadensis,mammal,49.121184,-86.336411,coordinates,27,0.736958,4.683113,0.00559,0,1.039999962,0,14,61590.2,74.7,NA
Marrotte_L28,Marrotte,Lynx_canadensis,mammal,48.239632,-84.842637,coordinates,35,0.748632,4.703161,-0.004858,0,1.039999962,7.367088608,14,150.5,61.6,NA
Marrotte_L3,Marrotte,Lynx_canadensis,mammal,49.616064,-81.453503,coordinates,27,0.722789,4.55234,0.026651,0,1.039999962,12.71453901,14,44.1,24.6,127.7
Marrotte_L4,Marrotte,Lynx_canadensis,mammal,48.290753,-82.873938,coordinates,23,0.736302,4.621298,0.005041,0,1.039999962,0,14,49.1,26.2,181.3
